protocol,success,hops,messages,match_error,utility,N,ttl,epsilon,alpha,metric,seed
RandomWalk,1,10,11,1.4118195939599743,0.4845205479701943,300,40,1.5,0.01,l2,68118
Heuristic-MADTSR,1,15,16,1.3440234797853072,0.2984060113052235,300,40,1.5,0.01,l2,68118
RL-MADTSR,1,4,5,1.4529129023075706,0.7622070367119389,300,40,1.5,0.01,l2,68118
Epidemic,1,3,94,1.413999090287018,0.0,300,10,1.5,0.01,l2,83212
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,83212
Heuristic-MADTSR,1,2,3,0.8350994591352714,0.8712252974212047,300,10,1.5,0.01,l2,83212
RL-MADTSR,1,4,5,1.3947747619394721,0.7622070367119389,300,10,1.5,0.01,l2,83212
Epidemic,1,3,94,1.413999090287018,0.0,300,20,1.5,0.01,l2,83212
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l2,83212
Heuristic-MADTSR,1,1,2,0.8350994591352714,0.9293288668428896,300,20,1.5,0.01,l2,83212
RL-MADTSR,1,4,5,1.3947747619394721,0.7622070367119389,300,20,1.5,0.01,l2,83212
Epidemic,1,3,94,1.413999090287018,0.0,300,30,1.5,0.01,l2,83212
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l2,83212
Heuristic-MADTSR,1,1,2,0.8350994591352714,0.9293288668428896,300,30,1.5,0.01,l2,83212
RL-MADTSR,1,4,5,1.3947747619394721,0.7622070367119389,300,30,1.5,0.01,l2,83212
Epidemic,1,3,94,1.413999090287018,0.0,300,40,1.5,0.01,l2,83212
RandomWalk,0,40,40,,0.0,300,40,1.5,0.01,l2,83212
Heuristic-MADTSR,1,1,2,0.8350994591352714,0.9293288668428896,300,40,1.5,0.01,l2,83212
RL-MADTSR,1,4,5,1.3947747619394721,0.7622070367119389,300,40,1.5,0.01,l2,83212
Epidemic,1,5,41,0.6971365075971412,0.36105158580356633,300,10,1.5,0.01,l2,90610
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,90610
Heuristic-MADTSR,1,4,5,1.062136273300621,0.7622070367119389,300,10,1.5,0.01,l2,90610
RL-MADTSR,1,1,2,1.4933014991315563,0.9293288668428896,300,10,1.5,0.01,l2,90610
Epidemic,1,5,41,0.6971365075971412,0.36105158580356633,300,20,1.5,0.01,l2,90610
RandomWalk,1,13,14,1.2601121638685782,0.36864751868031376,300,20,1.5,0.01,l2,90610
Heuristic-MADTSR,1,2,3,1.062136273300621,0.8712252974212047,300,20,1.5,0.01,l2,90610
RL-MADTSR,1,1,2,1.4933014991315563,0.9293288668428896,300,20,1.5,0.01,l2,90610
Epidemic,1,5,41,0.6971365075971412,0.36105158580356633,300,30,1.5,0.01,l2,90610
RandomWalk,1,3,4,1.2758912113284722,0.8155591903710184,300,30,1.5,0.01,l2,90610
Heuristic-MADTSR,1,4,5,1.062136273300621,0.7622070367119389,300,30,1.5,0.01,l2,90610
RL-MADTSR,1,1,2,1.4933014991315563,0.9293288668428896,300,30,1.5,0.01,l2,90610
Epidemic,1,5,41,0.6971365075971412,0.36105158580356633,300,40,1.5,0.01,l2,90610
RandomWalk,0,26,26,,0.0,300,40,1.5,0.01,l2,90610
Heuristic-MADTSR,1,2,3,1.062136273300621,0.8712252974212047,300,40,1.5,0.01,l2,90610
RL-MADTSR,1,1,2,1.4933014991315563,0.9293288668428896,300,40,1.5,0.01,l2,90610
Epidemic,1,3,56,1.396679587088016,0.2955591903710184,300,10,1.5,0.01,l2,82123
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,82123
Heuristic-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,82123
RL-MADTSR,1,1,2,0.5823528798789394,0.9293288668428896,300,10,1.5,0.01,l2,82123
Epidemic,1,3,56,1.396679587088016,0.2955591903710184,300,20,1.5,0.01,l2,82123
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l2,82123
Heuristic-MADTSR,1,13,14,1.2866741765214034,0.36864751868031376,300,20,1.5,0.01,l2,82123
RL-MADTSR,1,1,2,0.5823528798789394,0.9293288668428896,300,20,1.5,0.01,l2,82123
Epidemic,1,3,56,1.396679587088016,0.2955591903710184,300,30,1.5,0.01,l2,82123
RandomWalk,1,15,16,1.2116362027388743,0.2984060113052235,300,30,1.5,0.01,l2,82123
Heuristic-MADTSR,1,4,5,1.3788795484348908,0.7622070367119389,300,30,1.5,0.01,l2,82123
RL-MADTSR,1,1,2,0.5823528798789394,0.9293288668428896,300,30,1.5,0.01,l2,82123
Epidemic,1,3,56,1.396679587088016,0.2955591903710184,300,40,1.5,0.01,l2,82123
RandomWalk,0,40,40,,0.0,300,40,1.5,0.01,l2,82123
Heuristic-MADTSR,1,17,18,1.4779275968389105,0.23312709387821823,300,40,1.5,0.01,l2,82123
RL-MADTSR,1,1,2,0.5823528798789394,0.9293288668428896,300,40,1.5,0.01,l2,82123
Epidemic,1,5,143,1.0835748548795898,0.0,300,10,1.5,0.01,l2,93648
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,93648
Heuristic-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,93648
RL-MADTSR,1,1,2,1.3169430516104024,0.9293288668428896,300,10,1.5,0.01,l2,93648
Epidemic,1,5,143,1.0835748548795898,0.0,300,20,1.5,0.01,l2,93648
RandomWalk,1,4,5,1.3679943757232218,0.7622070367119389,300,20,1.5,0.01,l2,93648
Heuristic-MADTSR,1,19,20,1.2126187285735512,0.1723205880531552,300,20,1.5,0.01,l2,93648
RL-MADTSR,1,1,2,1.3169430516104024,0.9293288668428896,300,20,1.5,0.01,l2,93648
Epidemic,1,5,143,1.0835748548795898,0.0,300,30,1.5,0.01,l2,93648
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l2,93648
Heuristic-MADTSR,1,7,8,1.2126187285735512,0.6148911947429107,300,30,1.5,0.01,l2,93648
RL-MADTSR,1,1,2,1.3169430516104024,0.9293288668428896,300,30,1.5,0.01,l2,93648
Epidemic,1,5,143,1.0835748548795898,0.0,300,40,1.5,0.01,l2,93648
RandomWalk,0,40,40,,0.0,300,40,1.5,0.01,l2,93648
Heuristic-MADTSR,1,10,11,1.2126187285735512,0.4845205479701943,300,40,1.5,0.01,l2,93648
RL-MADTSR,1,1,2,1.3169430516104024,0.9293288668428896,300,40,1.5,0.01,l2,93648
Epidemic,1,3,75,0.6024556001259862,0.10555919037101846,300,10,1.5,0.01,l2,41666
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,41666
Heuristic-MADTSR,1,1,2,0.7758202961456815,0.9293288668428896,300,10,1.5,0.01,l2,41666
RL-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,41666
Epidemic,1,3,75,0.6024556001259862,0.10555919037101846,300,20,1.5,0.01,l2,41666
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l2,41666
Heuristic-MADTSR,1,2,3,0.7758202961456815,0.8712252974212047,300,20,1.5,0.01,l2,41666
RL-MADTSR,1,19,20,1.2422392616332116,0.1723205880531552,300,20,1.5,0.01,l2,41666
Epidemic,1,3,75,0.6024556001259862,0.10555919037101846,300,30,1.5,0.01,l2,41666
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l2,41666
Heuristic-MADTSR,1,1,2,0.7758202961456815,0.9293288668428896,300,30,1.5,0.01,l2,41666
RL-MADTSR,1,19,20,1.2422392616332116,0.1723205880531552,300,30,1.5,0.01,l2,41666
Epidemic,1,3,75,0.6024556001259862,0.10555919037101846,300,40,1.5,0.01,l2,41666
RandomWalk,1,30,31,1.4220756915579549,0.0,300,40,1.5,0.01,l2,41666
Heuristic-MADTSR,1,1,2,0.7758202961456815,0.9293288668428896,300,40,1.5,0.01,l2,41666
RL-MADTSR,1,19,20,1.2422392616332116,0.1723205880531552,300,40,1.5,0.01,l2,41666
Epidemic,1,1,16,1.3592227730347142,0.7893288668428896,300,10,1.5,0.01,l2,39467
RandomWalk,1,1,2,1.3055561205715194,0.9293288668428896,300,10,1.5,0.01,l2,39467
Heuristic-MADTSR,1,2,3,1.0419926639855297,0.8712252974212047,300,10,1.5,0.01,l2,39467
RL-MADTSR,1,1,2,1.4962287496161517,0.9293288668428896,300,10,1.5,0.01,l2,39467
Epidemic,1,1,16,1.3592227730347142,0.7893288668428896,300,20,1.5,0.01,l2,39467
RandomWalk,1,15,16,1.1932040907193648,0.2984060113052235,300,20,1.5,0.01,l2,39467
Heuristic-MADTSR,1,4,5,1.0419926639855297,0.7622070367119389,300,20,1.5,0.01,l2,39467
RL-MADTSR,1,1,2,1.4962287496161517,0.9293288668428896,300,20,1.5,0.01,l2,39467
Epidemic,1,1,16,1.3592227730347142,0.7893288668428896,300,30,1.5,0.01,l2,39467
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l2,39467
Heuristic-MADTSR,1,2,3,1.0419926639855297,0.8712252974212047,300,30,1.5,0.01,l2,39467
RL-MADTSR,1,1,2,1.4962287496161517,0.9293288668428896,300,30,1.5,0.01,l2,39467
Epidemic,1,1,16,1.3592227730347142,0.7893288668428896,300,40,1.5,0.01,l2,39467
RandomWalk,1,4,5,1.0420397483709873,0.7622070367119389,300,40,1.5,0.01,l2,39467
Heuristic-MADTSR,1,5,6,1.0419926639855297,0.7110515858035664,300,40,1.5,0.01,l2,39467
RL-MADTSR,1,1,2,1.4962287496161517,0.9293288668428896,300,40,1.5,0.01,l2,39467
Epidemic,1,2,29,1.1504584743106911,0.6112252974212047,300,10,1.5,0.01,l2,32154
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,32154
Heuristic-MADTSR,1,1,2,1.2960326427538313,0.9293288668428896,300,10,1.5,0.01,l2,32154
RL-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,32154
Epidemic,1,2,29,1.1504584743106911,0.6112252974212047,300,20,1.5,0.01,l2,32154
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l2,32154
Heuristic-MADTSR,1,1,2,1.2960326427538313,0.9293288668428896,300,20,1.5,0.01,l2,32154
RL-MADTSR,1,18,19,1.4442993779033424,0.202193475893505,300,20,1.5,0.01,l2,32154
Epidemic,1,2,29,1.1504584743106911,0.6112252974212047,300,30,1.5,0.01,l2,32154
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l2,32154
Heuristic-MADTSR,1,1,2,1.2960326427538313,0.9293288668428896,300,30,1.5,0.01,l2,32154
RL-MADTSR,1,18,19,1.4442993779033424,0.202193475893505,300,30,1.5,0.01,l2,32154
Epidemic,1,2,29,1.1504584743106911,0.6112252974212047,300,40,1.5,0.01,l2,32154
RandomWalk,0,24,24,,0.0,300,40,1.5,0.01,l2,32154
Heuristic-MADTSR,1,1,2,1.2960326427538313,0.9293288668428896,300,40,1.5,0.01,l2,32154
RL-MADTSR,1,18,19,1.4442993779033424,0.202193475893505,300,40,1.5,0.01,l2,32154
Epidemic,1,2,30,1.4548983685498258,0.6012252974212047,300,10,1.5,0.01,l2,23522
RandomWalk,1,0,1,1.3391500062711685,0.99,300,10,1.5,0.01,l2,23522
Heuristic-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,23522
RL-MADTSR,1,1,2,0.479821194020268,0.9293288668428896,300,10,1.5,0.01,l2,23522
Epidemic,1,2,30,1.4548983685498258,0.6012252974212047,300,20,1.5,0.01,l2,23522
RandomWalk,1,0,1,1.3391500062711685,0.99,300,20,1.5,0.01,l2,23522
Heuristic-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l2,23522
RL-MADTSR,1,1,2,0.479821194020268,0.9293288668428896,300,20,1.5,0.01,l2,23522
Epidemic,1,2,30,1.4548983685498258,0.6012252974212047,300,30,1.5,0.01,l2,23522
RandomWalk,1,0,1,1.3391500062711685,0.99,300,30,1.5,0.01,l2,23522
Heuristic-MADTSR,1,26,27,1.2044245120814225,0.0,300,30,1.5,0.01,l2,23522
RL-MADTSR,1,1,2,0.479821194020268,0.9293288668428896,300,30,1.5,0.01,l2,23522
Epidemic,1,2,30,1.4548983685498258,0.6012252974212047,300,40,1.5,0.01,l2,23522
RandomWalk,1,0,1,1.3391500062711685,0.99,300,40,1.5,0.01,l2,23522
Heuristic-MADTSR,1,19,20,0.7899500264771888,0.1723205880531552,300,40,1.5,0.01,l2,23522
RL-MADTSR,1,1,2,0.479821194020268,0.9293288668428896,300,40,1.5,0.01,l2,23522
Epidemic,1,1,11,0.8574120072297515,0.8393288668428897,300,10,1.5,0.01,l2,74882
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,74882
Heuristic-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,74882
RL-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,74882
Epidemic,1,1,11,0.8574120072297515,0.8393288668428897,300,20,1.5,0.01,l2,74882
RandomWalk,1,8,9,0.8835004712137193,0.5696802704843891,300,20,1.5,0.01,l2,74882
Heuristic-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l2,74882
RL-MADTSR,1,12,13,1.2049021952021903,0.40579695766745594,300,20,1.5,0.01,l2,74882
Epidemic,1,1,11,0.8574120072297515,0.8393288668428897,300,30,1.5,0.01,l2,74882
RandomWalk,1,6,7,1.4986001072731714,0.6619815282283126,300,30,1.5,0.01,l2,74882
Heuristic-MADTSR,0,30,30,,0.0,300,30,1.5,0.01,l2,74882
RL-MADTSR,1,12,13,1.2049021952021903,0.40579695766745594,300,30,1.5,0.01,l2,74882
Epidemic,1,1,11,0.8574120072297515,0.8393288668428897,300,40,1.5,0.01,l2,74882
RandomWalk,0,12,12,,0.0,300,40,1.5,0.01,l2,74882
Heuristic-MADTSR,0,40,40,,0.0,300,40,1.5,0.01,l2,74882
RL-MADTSR,1,12,13,1.2049021952021903,0.40579695766745594,300,40,1.5,0.01,l2,74882
Epidemic,1,3,61,1.268721305909476,0.24555919037101848,300,10,1.5,0.01,l2,71445
RandomWalk,1,4,5,1.0979198865120545,0.7622070367119389,300,10,1.5,0.01,l2,71445
Heuristic-MADTSR,1,3,4,1.180455889907394,0.8155591903710184,300,10,1.5,0.01,l2,71445
RL-MADTSR,1,6,7,1.3069306084788237,0.6619815282283126,300,10,1.5,0.01,l2,71445
Epidemic,1,3,61,1.268721305909476,0.24555919037101848,300,20,1.5,0.01,l2,71445
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l2,71445
Heuristic-MADTSR,1,2,3,1.180455889907394,0.8712252974212047,300,20,1.5,0.01,l2,71445
RL-MADTSR,1,6,7,1.3069306084788237,0.6619815282283126,300,20,1.5,0.01,l2,71445
Epidemic,1,3,61,1.268721305909476,0.24555919037101848,300,30,1.5,0.01,l2,71445
RandomWalk,0,28,28,,0.0,300,30,1.5,0.01,l2,71445
Heuristic-MADTSR,1,2,3,1.180455889907394,0.8712252974212047,300,30,1.5,0.01,l2,71445
RL-MADTSR,1,6,7,1.3069306084788237,0.6619815282283126,300,30,1.5,0.01,l2,71445
Epidemic,1,3,61,1.268721305909476,0.24555919037101848,300,40,1.5,0.01,l2,71445
RandomWalk,0,40,40,,0.0,300,40,1.5,0.01,l2,71445
Heuristic-MADTSR,1,3,4,1.180455889907394,0.8155591903710184,300,40,1.5,0.01,l2,71445
RL-MADTSR,1,6,7,1.3069306084788237,0.6619815282283126,300,40,1.5,0.01,l2,71445
Epidemic,1,2,45,1.2122400052304276,0.4512252974212047,300,10,1.5,0.01,l2,80138
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,80138
Heuristic-MADTSR,1,2,3,1.3143620009085835,0.8712252974212047,300,10,1.5,0.01,l2,80138
RL-MADTSR,1,6,7,1.4514685355921597,0.6619815282283126,300,10,1.5,0.01,l2,80138
Epidemic,1,2,45,1.2122400052304276,0.4512252974212047,300,20,1.5,0.01,l2,80138
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l2,80138
Heuristic-MADTSR,1,2,3,1.3143620009085835,0.8712252974212047,300,20,1.5,0.01,l2,80138
RL-MADTSR,1,6,7,1.4514685355921597,0.6619815282283126,300,20,1.5,0.01,l2,80138
Epidemic,1,2,45,1.2122400052304276,0.4512252974212047,300,30,1.5,0.01,l2,80138
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l2,80138
Heuristic-MADTSR,1,2,3,1.3143620009085835,0.8712252974212047,300,30,1.5,0.01,l2,80138
RL-MADTSR,1,6,7,1.4514685355921597,0.6619815282283126,300,30,1.5,0.01,l2,80138
Epidemic,1,2,45,1.2122400052304276,0.4512252974212047,300,40,1.5,0.01,l2,80138
RandomWalk,0,40,40,,0.0,300,40,1.5,0.01,l2,80138
Heuristic-MADTSR,1,2,3,1.3143620009085835,0.8712252974212047,300,40,1.5,0.01,l2,80138
RL-MADTSR,1,6,7,1.4514685355921597,0.6619815282283126,300,40,1.5,0.01,l2,80138
Epidemic,1,1,29,1.0078173943186772,0.6593288668428896,300,10,1.5,0.01,l2,16739
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,16739
Heuristic-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,16739
RL-MADTSR,1,1,2,0.5858288300233205,0.9293288668428896,300,10,1.5,0.01,l2,16739
Epidemic,1,1,29,1.0078173943186772,0.6593288668428896,300,20,1.5,0.01,l2,16739
RandomWalk,1,7,8,0.9959639923325366,0.6148911947429107,300,20,1.5,0.01,l2,16739
Heuristic-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l2,16739
RL-MADTSR,1,1,2,0.5858288300233205,0.9293288668428896,300,20,1.5,0.01,l2,16739
Epidemic,1,1,29,1.0078173943186772,0.6593288668428896,300,30,1.5,0.01,l2,16739
RandomWalk,1,10,11,1.2076979231556355,0.4845205479701943,300,30,1.5,0.01,l2,16739
Heuristic-MADTSR,0,17,17,,0.0,300,30,1.5,0.01,l2,16739
RL-MADTSR,1,1,2,0.5858288300233205,0.9293288668428896,300,30,1.5,0.01,l2,16739
Epidemic,1,1,29,1.0078173943186772,0.6593288668428896,300,40,1.5,0.01,l2,16739
RandomWalk,0,40,40,,0.0,300,40,1.5,0.01,l2,16739
Heuristic-MADTSR,0,16,16,,0.0,300,40,1.5,0.01,l2,16739
RL-MADTSR,1,1,2,0.5858288300233205,0.9293288668428896,300,40,1.5,0.01,l2,16739
Epidemic,1,0,1,1.212680515480542,0.99,300,10,1.5,0.01,l2,49125
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,49125
Heuristic-MADTSR,1,9,10,1.4484277866536213,0.5262535236575561,300,10,1.5,0.01,l2,49125
RL-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,49125
Epidemic,1,0,1,1.212680515480542,0.99,300,20,1.5,0.01,l2,49125
RandomWalk,0,14,14,,0.0,300,20,1.5,0.01,l2,49125
Heuristic-MADTSR,1,17,18,1.4986525486713511,0.23312709387821823,300,20,1.5,0.01,l2,49125
RL-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l2,49125
Epidemic,1,0,1,1.212680515480542,0.99,300,30,1.5,0.01,l2,49125
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l2,49125
Heuristic-MADTSR,1,9,10,1.4302877231261724,0.5262535236575561,300,30,1.5,0.01,l2,49125
RL-MADTSR,0,24,24,,0.0,300,30,1.5,0.01,l2,49125
Epidemic,1,0,1,1.212680515480542,0.99,300,40,1.5,0.01,l2,49125
RandomWalk,1,21,22,0.7546887214682014,0.11554473270424262,300,40,1.5,0.01,l2,49125
Heuristic-MADTSR,1,10,11,1.4302877231261724,0.4845205479701943,300,40,1.5,0.01,l2,49125
RL-MADTSR,0,24,24,,0.0,300,40,1.5,0.01,l2,49125
Epidemic,1,3,68,1.184000138687235,0.17555919037101841,300,10,1.5,0.01,l2,22195
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,22195
Heuristic-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,22195
RL-MADTSR,1,0,1,1.4237522653826735,0.99,300,10,1.5,0.01,l2,22195
Epidemic,1,3,68,1.184000138687235,0.17555919037101841,300,20,1.5,0.01,l2,22195
RandomWalk,1,16,17,1.49653527832868,0.2651780592663566,300,20,1.5,0.01,l2,22195
Heuristic-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l2,22195
RL-MADTSR,1,0,1,1.4237522653826735,0.99,300,20,1.5,0.01,l2,22195
Epidemic,1,3,68,1.184000138687235,0.17555919037101841,300,30,1.5,0.01,l2,22195
RandomWalk,0,13,13,,0.0,300,30,1.5,0.01,l2,22195
Heuristic-MADTSR,0,30,30,,0.0,300,30,1.5,0.01,l2,22195
RL-MADTSR,1,0,1,1.4237522653826735,0.99,300,30,1.5,0.01,l2,22195
Epidemic,1,3,68,1.184000138687235,0.17555919037101841,300,40,1.5,0.01,l2,22195
RandomWalk,0,38,38,,0.0,300,40,1.5,0.01,l2,22195
Heuristic-MADTSR,0,19,19,,0.0,300,40,1.5,0.01,l2,22195
RL-MADTSR,1,0,1,1.4237522653826735,0.99,300,40,1.5,0.01,l2,22195
Epidemic,1,2,47,1.2650560391502277,0.4312252974212047,300,10,1.5,0.01,l2,89303
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,89303
Heuristic-MADTSR,1,8,9,1.4252709324309119,0.5696802704843891,300,10,1.5,0.01,l2,89303
RL-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,89303
Epidemic,1,2,47,1.2650560391502277,0.4312252974212047,300,20,1.5,0.01,l2,89303
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l2,89303
Heuristic-MADTSR,1,2,3,1.4252709324309119,0.8712252974212047,300,20,1.5,0.01,l2,89303
RL-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l2,89303
Epidemic,1,2,47,1.2650560391502277,0.4312252974212047,300,30,1.5,0.01,l2,89303
RandomWalk,1,30,31,1.4650581842572836,0.0,300,30,1.5,0.01,l2,89303
Heuristic-MADTSR,1,2,3,1.4252709324309119,0.8712252974212047,300,30,1.5,0.01,l2,89303
RL-MADTSR,1,25,26,1.164581599722734,0.012531793034012584,300,30,1.5,0.01,l2,89303
Epidemic,1,2,47,1.2650560391502277,0.4312252974212047,300,40,1.5,0.01,l2,89303
RandomWalk,1,13,14,1.4650581842572836,0.36864751868031376,300,40,1.5,0.01,l2,89303
Heuristic-MADTSR,1,2,3,1.4252709324309119,0.8712252974212047,300,40,1.5,0.01,l2,89303
RL-MADTSR,1,25,26,1.164581599722734,0.012531793034012584,300,40,1.5,0.01,l2,89303
Epidemic,1,3,79,1.2410294365809813,0.06555919037101843,300,10,1.5,0.01,l2,26741
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,26741
Heuristic-MADTSR,1,0,1,0.9243926811879233,0.99,300,10,1.5,0.01,l2,26741
RL-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,26741
Epidemic,1,3,79,1.2410294365809813,0.06555919037101843,300,20,1.5,0.01,l2,26741
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l2,26741
Heuristic-MADTSR,1,0,1,0.9243926811879233,0.99,300,20,1.5,0.01,l2,26741
RL-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l2,26741
Epidemic,1,3,79,1.2410294365809813,0.06555919037101843,300,30,1.5,0.01,l2,26741
RandomWalk,0,19,19,,0.0,300,30,1.5,0.01,l2,26741
Heuristic-MADTSR,1,0,1,0.9243926811879233,0.99,300,30,1.5,0.01,l2,26741
RL-MADTSR,0,30,30,,0.0,300,30,1.5,0.01,l2,26741
Epidemic,1,3,79,1.2410294365809813,0.06555919037101843,300,40,1.5,0.01,l2,26741
RandomWalk,0,40,40,,0.0,300,40,1.5,0.01,l2,26741
Heuristic-MADTSR,1,0,1,0.9243926811879233,0.99,300,40,1.5,0.01,l2,26741
RL-MADTSR,1,34,35,1.43787432531389,0.0,300,40,1.5,0.01,l2,26741
Epidemic,1,1,11,1.2453810100250222,0.8393288668428897,300,10,1.5,0.01,l2,14390
RandomWalk,1,4,5,1.0544541545119812,0.7622070367119389,300,10,1.5,0.01,l2,14390
Heuristic-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,14390
RL-MADTSR,1,9,10,1.0847161976582642,0.5262535236575561,300,10,1.5,0.01,l2,14390
Epidemic,1,1,11,1.2453810100250222,0.8393288668428897,300,20,1.5,0.01,l2,14390
RandomWalk,1,17,18,1.2241449903452684,0.23312709387821823,300,20,1.5,0.01,l2,14390
Heuristic-MADTSR,1,7,8,0.586015351766,0.6148911947429107,300,20,1.5,0.01,l2,14390
RL-MADTSR,1,9,10,1.0847161976582642,0.5262535236575561,300,20,1.5,0.01,l2,14390
Epidemic,1,1,11,1.2453810100250222,0.8393288668428897,300,30,1.5,0.01,l2,14390
RandomWalk,0,22,22,,0.0,300,30,1.5,0.01,l2,14390
Heuristic-MADTSR,1,9,10,0.43828621768486364,0.5262535236575561,300,30,1.5,0.01,l2,14390
RL-MADTSR,1,9,10,1.0847161976582642,0.5262535236575561,300,30,1.5,0.01,l2,14390
Epidemic,1,1,11,1.2453810100250222,0.8393288668428897,300,40,1.5,0.01,l2,14390
RandomWalk,1,18,19,1.197182250585521,0.202193475893505,300,40,1.5,0.01,l2,14390
Heuristic-MADTSR,1,14,15,0.586015351766,0.33287377253122963,300,40,1.5,0.01,l2,14390
RL-MADTSR,1,9,10,1.0847161976582642,0.5262535236575561,300,40,1.5,0.01,l2,14390
Epidemic,1,2,35,1.416770656551781,0.5512252974212046,300,10,1.5,0.01,l2,56986
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,56986
Heuristic-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,56986
RL-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,56986
Epidemic,1,2,35,1.416770656551781,0.5512252974212046,300,20,1.5,0.01,l2,56986
RandomWalk,0,19,19,,0.0,300,20,1.5,0.01,l2,56986
Heuristic-MADTSR,0,15,15,,0.0,300,20,1.5,0.01,l2,56986
RL-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l2,56986
Epidemic,1,2,35,1.416770656551781,0.5512252974212046,300,30,1.5,0.01,l2,56986
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l2,56986
Heuristic-MADTSR,0,30,30,,0.0,300,30,1.5,0.01,l2,56986
RL-MADTSR,0,30,30,,0.0,300,30,1.5,0.01,l2,56986
Epidemic,1,2,35,1.416770656551781,0.5512252974212046,300,40,1.5,0.01,l2,56986
RandomWalk,1,25,26,1.4631944612266619,0.012531793034012584,300,40,1.5,0.01,l2,56986
Heuristic-MADTSR,1,19,20,1.0355413281913506,0.1723205880531552,300,40,1.5,0.01,l2,56986
RL-MADTSR,0,40,40,,0.0,300,40,1.5,0.01,l2,56986
Epidemic,1,2,49,1.3156756892750612,0.4112252974212047,300,10,1.5,0.01,l2,87906
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,87906
Heuristic-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,87906
RL-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,87906
Epidemic,1,2,49,1.3156756892750612,0.4112252974212047,300,20,1.5,0.01,l2,87906
RandomWalk,1,9,10,1.4154120986780339,0.5262535236575561,300,20,1.5,0.01,l2,87906
Heuristic-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l2,87906
RL-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l2,87906
Epidemic,1,2,49,1.3156756892750612,0.4112252974212047,300,30,1.5,0.01,l2,87906
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l2,87906
Heuristic-MADTSR,1,13,14,1.4277325617793302,0.36864751868031376,300,30,1.5,0.01,l2,87906
RL-MADTSR,0,30,30,,0.0,300,30,1.5,0.01,l2,87906
